City,Type,Category,Sub-Category,Amount
Poway,Expenditure,General Government,Legislative,1077445
Poway,Expenditure,General Government,Management and Support,8249624
Poway,Expenditure,Public Safety,Police,9332564
Poway,Expenditure,Public Safety,Fire,11374547
Poway,Expenditure,Public Safety,Emergency Medical Services,244723
Poway,Expenditure,Public Safety,Animal Regulation,
Poway,Expenditure,Public Safety,Weed Abatement,
Poway,Expenditure,Public Safety,Street Lighting,973661
Poway,Expenditure,Public Safety,Disaster Preparedness,
Poway,Expenditure,Public Safety,Other,
Poway,Expenditure,Transportation,"Streets, Highways, and Storm Drains",6546254
Poway,Expenditure,Transportation,Street Trees and Landscaping,3258171
Poway,Expenditure,Transportation,Parking Facilities,
Poway,Expenditure,Transportation,Public Transit,
Poway,Expenditure,Transportation,Airports,
Poway,Expenditure,Transportation,Ports and Harbors,
Poway,Expenditure,Transportation,Other,
Poway,Expenditure,Community Development,Planning,2142102
Poway,Expenditure,Community Development,Construction and Engineering Regulation Enforcement,
Poway,Expenditure,Community Development,Construction and Engineering Regulation Enforcement,3137194
Poway,Expenditure,Community Development,Redevelopment,
Poway,Expenditure,Community Development,Housing,
Poway,Expenditure,Community Development,Employment,
Poway,Expenditure,Community Development,Community Promotion,
Poway,Expenditure,Community Development,Other,
Poway,Expenditure,Health,Physical and Mental Health,
Poway,Expenditure,Health,Hospitals and Sanitariums,
Poway,Expenditure,Health,Solid Waste,
Poway,Expenditure,Health,Sewers,7075819
Poway,Expenditure,Health,Cemeteries,
Poway,Expenditure,Health,Other,
Poway,Expenditure,Culture and Leisure,Parks and Recreation,5950436
Poway,Expenditure,Culture and Leisure,Marinas and Wharfs,
Poway,Expenditure,Culture and Leisure,Libraries,
Poway,Expenditure,Culture and Leisure,Museums,
Poway,Expenditure,Culture and Leisure,Golf Courses,
Poway,Expenditure,Culture and Leisure,Sports Arenas and Stadiums,
Poway,Expenditure,Culture and Leisure,Community Center and Auditoriums,
Poway,Expenditure,Culture and Leisure,Other,
Poway,Expenditure,Public Utilities,Water,17771926
Poway,Expenditure,Public Utilities,Gas,
Poway,Expenditure,Public Utilities,Electric,
Poway,Expenditure,Public Utilities,Other,
Poway,Expenditure,Public Utilities,Other,4276231
Poway,Total Expenditures,Total Expenditures,Total Expenditures,81410697
Rancho Cordova,Expenditure,General Government,Legislative,379780
Rancho Cordova,Expenditure,General Government,Management and Support,15382712
Rancho Cordova,Expenditure,Public Safety,Police,16154910
Rancho Cordova,Expenditure,Public Safety,Fire,
Rancho Cordova,Expenditure,Public Safety,Emergency Medical Services,
Rancho Cordova,Expenditure,Public Safety,Animal Regulation,503278
Rancho Cordova,Expenditure,Public Safety,Weed Abatement,
Rancho Cordova,Expenditure,Public Safety,Street Lighting,267780
Rancho Cordova,Expenditure,Public Safety,Disaster Preparedness,
Rancho Cordova,Expenditure,Public Safety,Other,
Rancho Cordova,Expenditure,Transportation,"Streets, Highways, and Storm Drains",18829895
Rancho Cordova,Expenditure,Transportation,Street Trees and Landscaping,
Rancho Cordova,Expenditure,Transportation,Parking Facilities,
Rancho Cordova,Expenditure,Transportation,Public Transit,
Rancho Cordova,Expenditure,Transportation,Airports,
Rancho Cordova,Expenditure,Transportation,Ports and Harbors,
Rancho Cordova,Expenditure,Transportation,Other,47027
Rancho Cordova,Expenditure,Community Development,Planning,1870923
Rancho Cordova,Expenditure,Community Development,Construction and Engineering Regulation Enforcement,
Rancho Cordova,Expenditure,Community Development,Construction and Engineering Regulation Enforcement,2069884
Rancho Cordova,Expenditure,Community Development,Redevelopment,
Rancho Cordova,Expenditure,Community Development,Housing,188417
Rancho Cordova,Expenditure,Community Development,Employment,
Rancho Cordova,Expenditure,Community Development,Community Promotion,
Rancho Cordova,Expenditure,Community Development,Other,1773119
Rancho Cordova,Expenditure,Health,Physical and Mental Health,
Rancho Cordova,Expenditure,Health,Hospitals and Sanitariums,
Rancho Cordova,Expenditure,Health,Solid Waste,
Rancho Cordova,Expenditure,Health,Sewers,
Rancho Cordova,Expenditure,Health,Cemeteries,105129
Rancho Cordova,Expenditure,Health,Other,
Rancho Cordova,Expenditure,Culture and Leisure,Parks and Recreation,2912737
Rancho Cordova,Expenditure,Culture and Leisure,Marinas and Wharfs,
Rancho Cordova,Expenditure,Culture and Leisure,Libraries,
Rancho Cordova,Expenditure,Culture and Leisure,Museums,
Rancho Cordova,Expenditure,Culture and Leisure,Golf Courses,
Rancho Cordova,Expenditure,Culture and Leisure,Sports Arenas and Stadiums,
Rancho Cordova,Expenditure,Culture and Leisure,Community Center and Auditoriums,
Rancho Cordova,Expenditure,Culture and Leisure,Other,
Rancho Cordova,Expenditure,Public Utilities,Water,
